user_id,gender,first,last,electronics,nonelectronics,total,quantity,home,sports,clothes,health,books,digital,toys,subscribe,city
13003,M,31,15,49,189,238,4,0,0,2,1,0,1,0,no,Glasgow
13004,F,13,7,24,153,177,2,0,2,0,0,0,0,0,no,Glasgow
13005,F,19,13,24,272,296,2,0,2,0,0,0,0,0,no,Glasgow
13006,F,13,13,15,207,222,1,0,0,1,0,0,0,0,no,Birmingham
13007,F,21,15,26,56,82,2,0,1,0,1,0,0,0,no,London
13008,F,5,3,23,104,127,2,2,0,0,0,0,0,0,no,London
13009,F,9,7,25,71,96,2,1,0,1,0,0,0,0,no,Liverpool
13010,M,31,13,47,110,157,4,0,0,2,2,0,0,0,no,London
13011,F,9,9,15,299,314,1,0,0,0,0,0,0,1,no,London
13012,M,35,15,47,209,256,4,2,0,0,1,0,1,0,no,London
13013,M,67,33,138,228,366,12,1,2,5,1,0,1,2,no,sheffield
13014,M,39,15,69,300,369,6,1,0,3,0,1,0,1,yes,London
13015,M,23,23,15,164,179,1,0,0,0,1,0,0,0,no,Bristol
13016,F,31,31,15,254,269,1,0,1,0,0,0,0,0,no,London
13017,F,29,9,61,169,230,5,0,2,1,0,0,1,1,no,Bristol
13018,F,99,33,128,65,193,12,2,2,4,1,1,2,0,no,London
13019,F,11,11,15,39,54,1,1,0,0,0,0,0,0,no,Bristol
13020,M,7,3,26,239,265,2,0,0,0,2,0,0,0,yes,London
13021,M,61,7,124,269,393,11,5,1,0,3,2,0,0,no,Bristol
13022,F,15,11,26,65,91,2,0,0,1,1,0,0,0,no,Glasgow
13023,F,15,11,28,16,44,2,1,0,0,0,0,1,0,no,Glasgow
13024,F,43,15,79,169,248,7,1,1,3,0,0,1,1,no,London
13025,F,23,15,26,75,101,2,0,0,1,1,0,0,0,no,London
13026,F,49,29,76,313,389,6,2,0,0,0,1,1,2,yes,Manchester
13027,M,11,9,26,82,108,2,0,0,1,1,0,0,0,no,Glasgow
13028,F,19,3,32,50,82,3,1,1,1,0,0,0,0,no,London
13029,F,17,13,27,145,172,2,0,0,0,1,1,0,0,no,Liverpool
13030,F,41,17,109,184,293,9,2,0,1,1,2,1,2,no,London
13031,F,11,11,15,157,172,1,1,0,0,0,0,0,0,no,London
13032,M,27,15,65,313,378,6,2,0,2,2,0,0,0,no,Glasgow
13033,F,15,9,29,13,42,2,0,0,0,1,0,0,1,no,London
13034,M,9,9,15,40,55,1,0,0,0,0,1,0,0,no,Glasgow
13035,F,11,11,15,210,225,1,0,0,0,0,0,0,1,no,London
13036,F,1,1,15,95,110,1,0,0,1,0,0,0,0,no,Birmingham
13037,F,5,5,15,175,190,1,0,0,1,0,0,0,0,no,London
13038,F,9,9,15,247,262,1,0,0,1,0,0,0,0,no,London
13039,M,19,9,45,311,356,4,1,1,1,1,0,0,0,no,Birmingham
13040,F,25,21,25,189,214,2,0,1,1,0,0,0,0,no,London
13041,F,11,11,15,83,98,1,0,1,0,0,0,0,0,no,London
13042,F,21,13,42,239,281,3,0,0,1,0,0,1,1,no,London
13043,F,27,27,15,196,211,1,0,0,1,0,0,0,0,no,Liverpool
13044,F,29,29,15,269,284,1,0,1,0,0,0,0,0,no,Bristol
13045,M,45,15,138,207,345,12,3,0,4,3,1,1,0,no,London
13046,F,73,9,137,181,318,12,2,2,2,0,1,1,4,no,Bristol
13047,F,25,15,38,44,82,3,0,1,0,0,0,1,1,no,sheffield
13048,M,21,19,25,279,304,2,0,0,2,0,0,0,0,no,Glasgow
13049,M,37,33,27,24,51,2,1,0,0,0,1,0,0,no,London
13050,M,47,13,134,168,302,12,3,1,5,0,0,1,2,no,Glasgow
13051,F,25,9,65,159,224,6,2,1,2,0,0,1,0,no,Birmingham
13052,M,19,11,42,274,316,3,0,0,0,0,0,1,2,yes,London
13053,F,3,3,15,200,215,1,0,0,0,0,0,0,1,no,sheffield
13054,F,7,7,15,162,177,1,0,0,0,0,0,0,1,no,Birmingham
13055,M,37,15,89,159,248,8,3,0,2,1,0,1,1,yes,London
13056,F,15,15,15,133,148,1,1,0,0,0,0,0,0,no,London
13057,F,5,5,15,71,86,1,0,0,0,0,0,1,0,no,Birmingham
13058,F,17,15,29,120,149,2,1,0,0,0,0,0,1,no,London
13059,F,15,7,42,298,340,3,0,0,0,0,0,2,1,yes,Bristol
13060,F,33,33,15,292,307,1,0,0,1,0,0,0,0,no,Liverpool
13061,F,31,31,15,262,277,1,0,0,0,1,0,0,0,no,Manchester
13062,M,43,3,76,240,316,7,4,0,0,3,0,0,0,no,Liverpool
13063,F,19,19,15,198,213,1,0,1,0,0,0,0,0,no,Birmingham
13064,M,61,13,110,239,349,10,1,0,4,3,2,0,0,no,London
13065,F,7,1,27,301,328,2,0,0,1,0,1,0,0,no,London
13066,F,67,31,82,300,382,7,1,1,2,0,1,0,2,no,London
13067,M,33,31,26,132,158,2,0,0,1,1,0,0,0,no,London
13068,M,45,1,120,288,408,11,2,2,3,3,0,0,1,no,Birmingham
13069,F,37,31,25,187,212,2,0,0,2,0,0,0,0,no,Liverpool
13070,F,15,15,15,111,126,1,0,0,0,0,1,0,0,no,Glasgow
13071,M,15,15,15,18,33,1,0,0,1,0,0,0,0,no,London
13072,F,55,17,95,327,422,9,3,0,5,1,0,0,0,no,London
13073,F,19,13,25,252,277,2,1,0,1,0,0,0,0,no,London
13074,M,13,5,25,11,36,2,1,0,1,0,0,0,0,no,Birmingham
13075,F,39,7,119,310,429,10,1,1,3,0,1,3,1,yes,London
13076,F,17,11,27,157,184,2,0,0,1,0,1,0,0,no,London
13077,M,17,11,26,124,150,2,0,0,0,2,0,0,0,no,Birmingham
13078,F,13,9,29,193,222,2,0,0,0,0,0,0,2,no,London
13079,F,41,15,96,197,293,8,1,1,1,0,0,2,3,no,Birmingham
13080,F,33,29,25,90,115,2,0,1,1,0,0,0,0,no,Birmingham
13081,F,91,31,125,232,357,12,3,2,4,1,0,1,1,no,Birmingham
13082,F,3,3,15,21,36,1,1,0,0,0,0,0,0,no,Glasgow
13083,F,17,17,15,89,104,1,1,0,0,0,0,0,0,no,London
13084,F,23,5,42,130,172,4,2,1,1,0,0,0,0,no,London
13085,M,21,15,26,291,317,2,1,0,0,1,0,0,0,no,London
13086,F,37,17,93,309,402,8,1,2,1,1,1,0,2,no,London
13087,F,27,27,15,255,270,1,0,0,0,1,0,0,0,no,Manchester
13088,F,35,11,82,226,308,7,1,0,3,0,1,1,1,no,London
13089,F,53,23,77,122,199,7,2,0,3,0,1,0,1,no,London
13090,M,11,9,27,25,52,2,1,0,0,0,1,0,0,no,London
13091,F,35,9,107,290,397,10,2,0,5,1,1,1,0,no,Birmingham
13092,M,25,1,100,36,136,8,0,0,4,0,1,0,3,yes,London
13093,F,9,9,15,162,177,1,0,0,1,0,0,0,0,no,London
13094,M,1,1,15,215,230,1,0,0,0,0,1,0,0,yes,Bristol
13095,F,15,11,28,253,281,2,0,0,1,0,0,1,0,yes,London
13096,M,29,21,26,260,286,2,0,0,1,1,0,0,0,no,London
13097,F,87,29,139,232,371,11,0,0,3,0,1,3,4,no,London
13098,F,21,13,29,103,132,2,0,0,1,0,0,0,1,no,Glasgow
13099,M,51,33,82,166,248,7,4,0,0,1,1,1,0,no,Birmingham
13100,F,19,13,29,95,124,2,0,0,1,0,0,0,1,no,London
13101,F,65,35,108,72,180,10,3,3,3,0,0,0,1,no,Bristol
13102,M,7,7,15,9,24,1,0,0,0,0,0,0,1,no,sheffield
13103,F,51,19,82,147,229,7,1,1,0,1,2,1,1,no,Birmingham
13104,M,43,11,91,62,153,8,2,1,2,1,0,0,2,no,London
13105,F,7,1,29,101,130,2,0,0,0,0,0,0,2,no,Glasgow
13106,F,25,19,29,71,100,2,1,0,0,0,0,0,1,no,London
13107,F,1,1,15,19,34,1,0,0,0,1,0,0,0,no,Birmingham
13108,M,43,29,62,121,183,5,2,0,0,1,0,0,2,no,Birmingham
13109,F,69,15,122,283,405,11,0,5,3,1,2,0,0,no,London
13110,M,5,5,15,6,21,1,0,0,1,0,0,0,0,no,Birmingham
13111,M,21,13,26,92,118,2,1,0,0,1,0,0,0,no,Manchester
13112,F,19,15,25,304,329,2,1,0,1,0,0,0,0,no,Manchester
13113,M,41,11,55,132,187,5,2,1,0,1,1,0,0,no,Liverpool
13114,F,13,9,26,75,101,2,1,0,0,1,0,0,0,no,Glasgow
13115,F,21,15,25,210,235,2,0,1,1,0,0,0,0,no,London
13116,F,47,9,100,318,418,9,0,2,2,3,1,1,0,no,Glasgow
13117,M,95,33,124,92,216,11,1,3,2,1,1,2,1,no,Birmingham
13118,F,43,35,25,24,49,2,0,0,1,1,0,0,0,no,London
13119,M,35,33,27,282,309,2,1,0,0,0,1,0,0,no,Birmingham
13120,F,15,15,15,172,187,1,0,0,1,0,0,0,0,no,London
13121,M,9,3,25,289,314,2,0,1,1,0,0,0,0,no,London
13122,F,39,35,29,208,237,2,0,1,0,0,0,0,1,no,London
13123,F,19,19,15,64,79,1,0,0,1,0,0,0,0,no,London
13124,F,19,13,25,110,135,2,1,0,1,0,0,0,0,no,Liverpool
13125,F,21,17,26,257,283,2,0,1,0,1,0,0,0,no,London
13126,F,15,13,24,44,68,2,0,2,0,0,0,0,0,no,London
13127,F,53,7,110,308,418,9,0,1,1,2,2,1,2,no,London
13128,F,15,15,15,252,267,1,1,0,0,0,0,0,0,no,London
13129,M,77,21,121,195,316,11,4,1,2,2,2,0,0,no,London
13130,M,21,11,45,74,119,4,0,1,2,1,0,0,0,no,London
13131,M,35,5,112,210,322,10,1,2,1,5,0,1,0,no,London
13132,M,17,15,23,177,200,2,2,0,0,0,0,0,0,yes,London
13133,F,55,21,78,108,186,6,0,0,1,0,1,2,2,no,Liverpool
13134,F,29,21,26,275,301,2,0,1,0,1,0,0,0,no,Birmingham
13135,M,55,29,94,317,411,8,2,2,0,0,1,1,2,yes,Birmingham
13136,M,61,15,117,115,232,10,2,0,1,1,3,1,2,yes,Liverpool
13137,F,3,3,15,68,83,1,0,0,0,1,0,0,0,no,London
13138,F,11,3,26,119,145,2,0,0,0,2,0,0,0,no,London
13139,M,25,13,42,64,106,4,3,0,0,1,0,0,0,no,Birmingham
13140,F,19,15,29,25,54,2,0,0,0,0,0,1,1,no,sheffield
13141,M,45,15,65,148,213,6,2,0,2,2,0,0,0,no,Birmingham
13142,M,3,1,25,116,141,2,0,0,2,0,0,0,0,no,Birmingham
13143,F,15,7,25,176,201,2,1,0,1,0,0,0,0,no,Glasgow
13144,F,25,25,15,255,270,1,0,0,1,0,0,0,0,no,Liverpool
13145,M,37,13,136,46,182,12,2,2,1,1,1,2,3,yes,Liverpool
13146,M,15,11,28,28,56,2,0,0,0,0,1,1,0,no,London
13147,F,13,13,15,272,287,1,0,0,1,0,0,0,0,no,Glasgow
13148,M,13,11,29,215,244,2,0,0,1,0,0,0,1,no,Birmingham
13149,F,13,13,15,129,144,1,0,0,0,0,0,0,1,no,London
13150,F,25,15,50,125,175,4,1,0,0,0,0,1,2,no,Birmingham
13151,F,7,7,15,184,199,1,1,0,0,0,0,0,0,no,Birmingham
13152,F,29,29,15,61,76,1,0,0,0,0,1,0,0,no,Birmingham
13153,F,25,25,15,106,121,1,1,0,0,0,0,0,0,no,London
13154,M,17,1,48,302,350,4,1,0,1,1,1,0,0,no,London
13155,F,63,9,129,295,424,11,0,5,2,1,0,1,2,no,London
13156,F,23,15,25,218,243,2,1,0,1,0,0,0,0,yes,London
13157,M,15,13,29,4,33,2,1,0,0,0,0,0,1,no,Birmingham
13158,F,13,13,15,155,170,1,1,0,0,0,0,0,0,no,London
13159,F,9,9,15,218,233,1,1,0,0,0,0,0,0,no,London
13160,F,35,35,15,212,227,1,0,0,0,0,0,0,1,no,Glasgow
13161,F,17,13,28,96,124,2,0,0,1,0,0,1,0,no,Bristol
13162,F,3,1,28,262,290,2,0,0,1,0,0,1,0,no,Birmingham
13163,F,19,11,27,210,237,2,1,0,0,0,1,0,0,no,Liverpool
13164,M,39,21,68,210,278,6,2,0,1,2,0,1,0,no,Bristol
13165,F,3,3,15,124,139,1,0,0,0,1,0,0,0,no,Birmingham
13166,F,15,15,15,277,292,1,0,1,0,0,0,0,0,no,Birmingham
13167,F,3,3,15,212,227,1,0,1,0,0,0,0,0,no,Glasgow
13168,F,67,35,89,165,254,7,0,0,3,0,0,2,2,no,London
13169,F,11,11,15,76,91,1,0,0,0,0,0,0,1,no,Glasgow
13170,M,15,15,15,157,172,1,0,0,0,1,0,0,0,no,Manchester
13171,F,15,9,28,3,31,2,0,0,1,0,0,1,0,no,Birmingham
13172,F,81,11,150,173,323,12,1,0,4,1,1,2,3,yes,London
13173,F,29,29,15,212,227,1,0,0,1,0,0,0,0,no,London
13174,M,77,21,120,179,299,11,3,2,2,3,0,0,1,no,Birmingham
13175,M,57,5,127,225,352,11,4,0,3,1,1,0,2,no,sheffield
13176,F,9,9,15,212,227,1,0,0,0,0,1,0,0,no,sheffield
13177,M,41,15,81,78,159,7,1,2,0,1,2,0,1,no,London
13178,M,57,7,130,138,268,12,2,0,6,2,0,1,1,no,Bristol
13179,F,47,25,108,280,388,9,1,0,3,1,0,2,2,no,London
13180,M,17,17,15,293,308,1,0,0,0,0,0,1,0,no,London
13181,F,15,15,15,65,80,1,0,1,0,0,0,0,0,no,London
13182,F,29,3,138,134,272,12,5,0,3,1,0,0,3,no,London
13183,M,13,7,25,35,60,2,0,0,2,0,0,0,0,no,London
13184,F,29,5,78,153,231,7,1,1,2,2,0,0,1,no,London
13185,M,17,11,29,158,187,2,0,0,1,0,0,0,1,yes,Birmingham
13186,M,17,3,72,155,227,6,0,2,2,0,0,0,2,no,London
13187,F,19,19,15,137,152,1,0,0,1,0,0,0,0,no,Liverpool
13188,M,5,1,27,174,201,2,0,0,1,0,1,0,0,no,Glasgow
13189,F,59,11,107,315,422,9,0,3,0,2,1,2,1,no,Liverpool
13190,F,11,11,15,0,15,1,0,0,0,1,0,0,0,no,Birmingham
13191,F,63,13,145,57,202,12,1,1,1,1,2,3,3,yes,Birmingham
13192,F,17,17,15,168,183,1,0,0,0,0,0,0,1,no,London
13193,M,39,7,79,201,280,7,1,1,3,0,0,1,1,no,London
13194,F,15,15,15,65,80,1,0,0,0,0,1,0,0,no,Birmingham
13195,F,9,5,26,34,60,2,0,0,1,1,0,0,0,no,London
13196,F,11,9,29,192,221,2,0,0,0,0,0,1,1,no,London
13197,F,15,15,15,166,181,1,0,0,0,1,0,0,0,no,Birmingham
13198,F,13,5,26,128,154,2,0,0,1,1,0,0,0,no,Glasgow
13199,M,15,7,26,263,289,2,0,0,0,2,0,0,0,no,London
13200,F,27,25,25,128,153,2,0,1,1,0,0,0,0,no,London
13201,F,31,13,37,124,161,3,0,0,2,0,1,0,0,no,sheffield
13202,F,15,13,25,137,162,2,1,0,1,0,0,0,0,no,London
13203,F,15,15,15,3,18,1,0,0,0,0,0,1,0,no,Glasgow
13204,M,61,33,103,225,328,9,1,0,4,2,0,0,2,no,Glasgow
13205,M,9,3,26,89,115,2,0,0,1,1,0,0,0,no,Birmingham
13206,F,37,15,52,275,327,4,0,0,2,0,0,1,1,no,London
13207,F,9,9,15,158,173,1,0,0,0,0,1,0,0,no,London
13208,F,17,7,37,19,56,3,1,0,0,0,1,0,1,no,Birmingham
13209,F,21,17,28,160,188,2,0,0,1,0,0,1,0,no,Bristol
13210,F,13,9,28,25,53,2,0,0,0,0,1,1,0,no,London
13211,F,13,13,15,141,156,1,0,0,1,0,0,0,0,no,Liverpool
13212,M,11,7,29,118,147,2,0,0,0,0,0,1,1,yes,London
13213,F,29,29,15,272,287,1,0,0,0,0,0,0,1,no,Birmingham
13214,M,29,13,56,144,200,5,0,2,1,2,0,0,0,no,Manchester
13215,F,45,11,87,310,397,8,3,0,3,0,1,0,1,no,Manchester
13216,F,65,13,104,112,216,9,1,1,3,1,0,1,2,no,London
13217,F,37,29,23,110,133,2,2,0,0,0,0,0,0,no,Bristol
13218,F,33,11,81,27,108,7,1,1,2,0,1,1,1,no,London
13219,F,41,13,82,99,181,7,2,0,1,2,0,1,1,no,London
13220,F,49,7,120,288,408,10,1,0,3,1,1,2,2,yes,London
13221,F,11,11,15,71,86,1,1,0,0,0,0,0,0,no,London
13222,F,33,1,127,134,261,12,2,3,4,0,3,0,0,no,London
13223,F,13,13,15,236,251,1,0,0,1,0,0,0,0,no,London
13224,M,35,13,54,319,373,5,1,1,2,0,1,0,0,no,Birmingham
13225,F,11,9,29,68,97,2,0,0,1,0,0,0,1,no,London
13226,F,17,11,25,245,270,2,1,0,1,0,0,0,0,no,London
13227,M,43,15,57,18,75,5,2,1,0,1,0,0,1,no,London
13228,F,41,9,98,56,154,8,1,0,1,0,3,1,2,no,Birmingham
13229,F,3,3,15,159,174,1,0,0,1,0,0,0,0,no,Birmingham
13230,F,45,27,85,210,295,7,0,1,1,1,2,0,2,no,Glasgow
13231,F,37,5,102,185,287,9,1,2,3,0,0,1,2,no,Glasgow
13232,F,67,13,130,144,274,11,0,2,4,1,2,1,1,no,London
13233,F,23,15,29,177,206,2,0,0,0,0,0,1,1,no,Birmingham
13234,F,27,27,15,101,116,1,0,0,1,0,0,0,0,no,London
13235,F,17,13,29,228,257,2,0,0,0,1,0,0,1,no,Birmingham
13236,M,3,3,15,71,86,1,1,0,0,0,0,0,0,no,London
13237,F,67,25,121,294,415,11,3,2,2,1,0,1,2,no,Birmingham
13238,F,13,5,23,56,79,2,2,0,0,0,0,0,0,no,Manchester
13239,F,11,11,15,8,23,1,1,0,0,0,0,0,0,no,Glasgow
13240,F,29,21,27,53,80,2,0,0,1,0,1,0,0,no,London
13241,F,5,5,15,133,148,1,0,0,1,0,0,0,0,no,London
13242,M,7,7,15,169,184,1,1,0,0,0,0,0,0,no,London
13243,F,17,9,29,159,188,2,1,0,0,0,0,0,1,no,London
13244,F,19,5,59,286,345,5,1,0,2,0,1,0,1,no,London
13245,F,7,1,29,184,213,2,0,0,0,0,0,1,1,yes,Bristol
13246,F,9,9,15,108,123,1,0,0,1,0,0,0,0,no,Glasgow
13247,M,17,11,26,43,69,2,0,0,1,1,0,0,0,no,Bristol
13248,F,13,13,15,136,151,1,0,0,0,1,0,0,0,no,Liverpool
13249,M,65,7,118,55,173,11,4,0,3,2,0,1,1,no,Glasgow
13250,M,15,15,15,76,91,1,0,0,0,1,0,0,0,no,London
13251,M,19,13,27,146,173,2,0,0,0,1,1,0,0,no,London
13252,M,21,15,27,274,301,2,0,0,1,0,1,0,0,no,Birmingham
13253,M,29,25,25,153,178,2,0,0,2,0,0,0,0,no,London
13254,F,1,1,15,220,235,1,0,0,1,0,0,0,0,no,London
13255,F,7,1,25,271,296,2,0,0,2,0,0,0,0,no,Birmingham
13256,M,75,15,120,120,240,11,5,1,1,2,1,1,0,no,Birmingham
13257,M,37,5,118,229,347,11,2,3,2,3,1,0,0,no,London
13258,M,49,33,48,147,195,4,1,0,0,1,0,0,2,no,Bristol
13259,F,11,11,15,116,131,1,1,0,0,0,0,0,0,no,London
13260,F,13,13,15,45,60,1,0,0,0,0,1,0,0,no,Birmingham
13261,F,7,7,15,62,77,1,0,0,1,0,0,0,0,no,London
13262,M,63,23,125,124,249,11,1,2,2,2,2,1,1,no,London
13263,F,21,11,33,271,304,3,2,0,1,0,0,0,0,no,Birmingham
13264,F,7,7,15,15,30,1,0,1,0,0,0,0,0,no,Liverpool
13265,M,31,15,72,138,210,6,1,0,2,0,1,1,1,no,Birmingham
13266,M,5,5,15,18,33,1,0,0,1,0,0,0,0,no,London
13267,M,49,25,59,126,185,5,0,1,1,1,0,0,2,no,Manchester
13268,M,9,9,15,275,290,1,0,0,0,1,0,0,0,no,Birmingham
13269,F,7,7,15,209,224,1,0,0,1,0,0,0,0,no,Glasgow
13270,M,23,9,73,150,223,6,0,0,4,1,1,0,0,no,London
13271,M,13,9,28,64,92,2,1,0,0,0,0,1,0,no,London
13272,F,7,1,29,224,253,2,0,0,0,0,0,0,2,no,Bristol
13273,F,15,15,15,28,43,1,0,0,0,0,1,0,0,no,Glasgow
13274,M,51,15,126,102,228,11,4,0,3,2,0,0,2,no,Birmingham
13275,M,59,33,61,253,314,6,3,1,1,1,0,0,0,no,London
13276,F,21,13,26,236,262,2,1,0,0,1,0,0,0,no,London
13277,F,3,3,15,290,305,1,0,0,1,0,0,0,0,no,Birmingham
13278,F,1,1,15,15,30,1,0,0,1,0,0,0,0,no,Birmingham
13279,F,17,9,29,17,46,2,0,0,0,1,0,0,1,no,London
13280,M,17,9,29,232,261,2,0,0,0,0,0,1,1,no,Birmingham
13281,M,25,11,34,109,143,3,2,0,0,1,0,0,0,no,London
13282,F,23,15,29,168,197,2,0,1,0,0,0,0,1,no,London
13283,F,1,1,15,95,110,1,1,0,0,0,0,0,0,no,Birmingham
13284,M,9,1,25,146,171,2,1,0,1,0,0,0,0,yes,Manchester
13285,M,53,9,101,129,230,9,1,2,1,2,0,0,3,no,Birmingham
13286,M,27,9,71,117,188,6,1,1,0,2,0,0,2,no,Birmingham
13287,F,19,15,29,46,75,2,0,0,0,0,0,1,1,no,London
13288,F,13,13,15,116,131,1,1,0,0,0,0,0,0,no,Manchester
13289,F,35,11,50,223,273,5,3,1,1,0,0,0,0,no,London
13290,M,17,15,26,204,230,2,1,0,0,1,0,0,0,no,London
13291,F,19,5,61,153,214,5,2,0,1,0,0,0,2,no,London
13292,M,57,7,127,182,309,12,4,2,1,2,2,0,1,no,Bristol
13293,M,5,3,27,47,74,2,1,0,0,0,1,0,0,no,Glasgow
13294,F,13,13,15,259,274,1,1,0,0,0,0,0,0,no,sheffield
13295,F,19,11,28,124,152,2,1,0,0,0,0,1,0,no,Birmingham
13296,F,15,15,15,294,309,1,0,0,0,1,0,0,0,no,sheffield
13297,F,77,19,132,52,184,12,3,1,5,0,1,1,1,no,Birmingham
13298,M,15,1,53,74,127,4,0,1,0,1,0,1,1,yes,Liverpool
13299,M,23,7,56,123,179,5,1,1,2,0,0,0,1,yes,Glasgow
13300,F,13,13,15,40,55,1,0,0,1,0,0,0,0,no,London
13301,F,15,15,15,1,16,1,1,0,0,0,0,0,0,no,London
13302,F,33,15,88,54,142,7,0,1,1,0,1,0,4,no,Birmingham
13303,F,3,1,24,193,217,2,1,1,0,0,0,0,0,no,sheffield
13304,M,25,9,63,33,96,5,1,0,1,1,0,1,1,no,Glasgow
13305,M,21,1,79,191,270,7,1,0,3,1,1,1,0,yes,London
13306,F,11,11,15,288,303,1,0,0,0,0,0,0,1,no,London
13307,M,25,9,84,152,236,7,1,0,1,2,0,2,1,no,Birmingham
13308,F,31,9,85,161,246,8,4,0,1,1,1,1,0,no,London
13309,F,15,15,15,133,148,1,0,0,1,0,0,0,0,no,London
13310,F,43,9,87,60,147,7,2,0,0,0,2,2,1,no,Birmingham
13311,M,5,5,15,223,238,1,0,0,0,0,1,0,0,no,London
13312,F,7,7,15,121,136,1,0,0,1,0,0,0,0,no,London
13313,F,15,9,29,240,269,2,0,0,0,0,0,0,2,no,London
13314,F,5,1,25,280,305,2,1,0,1,0,0,0,0,no,Glasgow
13315,M,87,27,127,233,360,12,4,2,1,1,3,1,0,no,London
13316,M,23,5,42,152,194,4,2,1,1,0,0,0,0,no,Birmingham
13317,M,43,29,51,214,265,4,0,0,1,0,0,3,0,no,Birmingham
13318,F,3,1,27,159,186,2,0,0,1,0,1,0,0,no,sheffield
13319,F,15,15,15,297,312,1,0,0,0,0,0,0,1,no,London
13320,F,55,7,93,187,280,8,3,0,1,0,1,2,1,yes,London
13321,M,35,25,48,196,244,4,1,0,1,1,0,0,1,no,London
13322,M,37,3,64,307,371,6,2,2,1,0,0,1,0,no,Birmingham
13323,M,17,17,15,210,225,1,1,0,0,0,0,0,0,no,London
13324,M,9,9,15,234,249,1,0,0,0,0,0,0,1,no,sheffield
13325,F,3,3,15,211,226,1,0,0,0,0,0,0,1,no,Bristol
13326,F,13,13,15,146,161,1,0,0,0,1,0,0,0,no,Bristol
13327,M,7,1,28,145,173,2,1,0,0,0,0,1,0,no,London
13328,M,69,11,122,156,278,11,3,0,3,2,1,1,1,yes,London
13329,F,7,7,15,39,54,1,0,0,0,0,0,1,0,no,Glasgow
13330,F,11,11,15,222,237,1,0,0,1,0,0,0,0,yes,London
13331,F,11,11,15,36,51,1,1,0,0,0,0,0,0,no,London
13332,F,13,11,27,107,134,2,0,0,0,1,1,0,0,no,London
13333,M,19,13,29,127,156,2,0,0,0,0,1,0,1,yes,London
13334,M,19,3,46,119,165,4,1,0,0,2,1,0,0,no,London
13335,M,21,19,26,16,42,2,0,0,1,1,0,0,0,no,London
13336,M,19,15,29,224,253,2,1,0,0,0,0,0,1,no,London
13337,F,25,21,26,196,222,2,0,0,1,1,0,0,0,no,London
13338,F,13,13,15,174,189,1,1,0,0,0,0,0,0,no,Glasgow
13339,M,67,27,94,204,298,8,3,0,1,0,1,1,2,no,London
13340,F,15,15,15,11,26,1,0,0,0,0,1,0,0,no,London
13341,M,11,11,15,92,107,1,1,0,0,0,0,0,0,no,London
13342,F,13,13,15,73,88,1,0,0,0,1,0,0,0,no,Birmingham
13343,M,25,13,54,101,155,5,3,0,0,1,1,0,0,no,Birmingham
13344,M,41,13,123,268,391,11,5,0,3,1,0,0,2,no,Glasgow
13345,F,9,9,15,140,155,1,1,0,0,0,0,0,0,no,London
13346,M,15,11,25,147,172,2,0,1,1,0,0,0,0,no,London
13347,F,53,29,108,75,183,10,2,2,2,1,0,0,3,no,London
13348,F,45,5,94,120,214,8,1,0,2,1,1,0,3,no,sheffield
13349,M,41,21,71,89,160,6,1,0,2,1,0,1,1,no,London
13350,M,17,17,15,125,140,1,0,0,0,0,0,0,1,no,London
13351,F,25,25,15,162,177,1,1,0,0,0,0,0,0,no,Liverpool
13352,M,33,13,58,272,330,5,1,0,2,1,0,0,1,no,London
13353,M,35,7,114,302,416,10,1,1,2,3,1,0,2,no,London
13354,F,13,5,29,289,318,2,1,0,0,0,0,0,1,no,Birmingham
13355,F,15,15,15,44,59,1,0,0,0,0,0,0,1,no,London
13356,M,53,13,132,164,296,11,0,2,2,2,1,2,2,no,Liverpool
13357,M,29,7,116,109,225,11,2,2,3,3,0,0,1,no,Birmingham
13358,F,13,13,15,266,281,1,0,0,1,0,0,0,0,no,Birmingham
13359,M,23,5,36,116,152,3,0,0,1,2,0,0,0,no,London
13360,M,11,3,24,271,295,2,1,1,0,0,0,0,0,no,Birmingham
13361,F,17,11,29,43,72,2,1,0,0,0,0,0,1,no,Birmingham
13362,M,1,1,15,259,274,1,0,0,1,0,0,0,0,yes,London
13363,F,9,5,28,241,269,2,0,0,1,0,0,1,0,no,London
13364,M,31,9,69,237,306,6,0,1,2,1,2,0,0,yes,London
13365,F,19,13,26,94,120,2,0,1,0,1,0,0,0,no,London
13366,F,15,15,15,169,184,1,1,0,0,0,0,0,0,no,London
13367,F,3,3,15,84,99,1,0,0,0,1,0,0,0,no,London
13368,F,29,29,15,162,177,1,0,0,1,0,0,0,0,no,Birmingham
13369,M,39,13,93,156,249,8,1,1,3,0,0,1,2,no,Birmingham
13370,F,17,13,25,157,182,2,0,0,2,0,0,0,0,no,London
13371,F,7,1,26,221,247,2,0,0,1,1,0,0,0,no,Birmingham
13372,F,9,9,15,137,152,1,1,0,0,0,0,0,0,no,London
13373,M,73,23,98,288,386,9,3,1,4,0,0,1,0,no,Birmingham
13374,F,21,13,29,226,255,2,1,0,0,0,0,0,1,no,Bristol
13375,F,15,15,15,122,137,1,0,0,1,0,0,0,0,no,London
13376,F,49,9,90,269,359,8,3,0,2,0,1,1,1,no,London
13377,M,19,1,94,127,221,8,1,0,1,2,2,2,0,no,London
13378,F,39,33,25,141,166,2,1,0,1,0,0,0,0,no,Birmingham
13379,F,15,15,15,222,237,1,0,0,0,1,0,0,0,no,London
